31, 625440102,0.406575581, 0, 5040, 1,2,NEVER
120, 625440102,0.442085849, 0, 5040, 2,2,NEVER
212, 625440102,0.658285507, 0, 5040, 3,2,NEVER
304, 625440102,0.446738246, -0.004674335, 5040, 4,2,NEVER
396, 625440102,0.467846354, 0.000641923, 5040, 5,2,NEVER
1308, 625440102,0.193861803, 0.022351375, 5040, 15,2,NEVER
1400, 625440102,0.332761022, 0.019876949, 5040, 16,2,NEVER
1492, 625440102,0.445115548, 0.02994211, 5040, 17,2,NEVER
1581, 625440102,0.428218547, 0.031307158, 5040, 18,2,NEVER
1673, 625440102,0.399264875, 0.037304927, 5040, 19,2,NEVER
1765, 625440102,0.462243018, 0.021686443, 5040, 20,2,NEVER
1857, 625440102,0.566889278, 0.031716045, 5040, 21,2,NEVER
1946, 625440102,0.594549796, 0.028317051, 5040, 22,2,NEVER
2038, 625440102,0.475040366, 0.01205928, 5040, 23,2,NEVER
2130, 625440102,0.634834398, 0, 5040, 24,2,NEVER
2222, 625440102,0.67561217, 0, 5040, 25,2,NEVER
2311, 625440102,0.669631112, 0, 5040, 26,2,NEVER
2403, 625440102,0.441175345, 0.068576786, 5040, 27,2,NEVER
2495, 625440102,0.428076661, 0.012381862, 5040, 28,2,NEVER
2587, 625440102,0.484025412, 0.010324096, 5040, 29,2,NEVER
2677, 625440102,0.424345776, 0.0128225, 5040, 30,2,NEVER
3226, 625440102,0.458161988, 0.00152618, 5040, 36,1,NEVER
3318, 625440102,0.367816648, 0.008193427, 5040, 37,1,NEVER
3407, 625440102,0.329640541, -0.000875231, 5040, 38,1,NEVER
3499, 625440102,0.301929139, 0.025315167, 5040, 39,1,NEVER
3591, 625440102,0.247531615, 0.015629184, 5040, 40,1,NEVER
3683, 625440102,0.253166854, 0.016560762, 5040, 41,1,NEVER
3772, 625440102,0.261217576, 0.013934459, 5040, 42,1,NEVER
3864, 625440102,0.240487143, 0.020209775, 5040, 43,1,NEVER
3956, 625440102,0.21730293, 0.003124303, 5040, 44,1,NEVER
4048, 625440102,0.235470445, 0.009976937, 5040, 45,1,NEVER
4138, 625440102,0.263043158, -0.013341723, 5040, 46,1,NEVER
4230, 625440102,0.253760458, -0.050048594, 5040, 47,1,NEVER
4322, 625440102,0.246126577, -0.033391096, 5040, 48,1,NEVER
4414, 625440102,0.249273518, -0.00048244, 5040, 49,1,NEVER
4503, 625440102,0.0518022, 0.002228906, 5040, 50,1,NEVER
4779, 625440102,0.261506126, 0.019378421, 5040, 53,1,NEVER
4868, 625440102,0.244041879, 0.02804392, 5040, 54,1,NEVER
4960, 625440102,0.259129986, 0.02181835, 5040, 55,1,NEVER
5052, 625440102,0.263570674, 0.010916306, 5040, 56,1,NEVER
5144, 625440102,0.246873393, 0.01116404, 5040, 57,1,NEVER
5233, 625440102,0.254572957, 0.01318341, 5040, 58,1,NEVER
5325, 625440102,0.221288263, 0.014290653, 5040, 59,1,NEVER
5417, 625440102,0.31129542, -0.009804701, 5040, 60,1,NEVER
5509, 625440102,0.252770149, -0.013058387, 5040, 61,1,NEVER
5599, 625440102,0.197025779, 0.017345121, 5040, 62,1,NEVER
90, 867071102,0.461282215, 0.033138463, 2390, 1,1,NEVER
90, 867071102,0.461282215, 0.033138463, 2390, 1,2,NEVER
181, 867071102,0.450468341, 0.027981165, 2390, 2,1,NEVER
181, 867071102,0.450468341, 0.027981165, 2390, 2,2,NEVER
273, 867071102,0.435638372, 0.023042387, 2390, 3,1,NEVER
273, 867071102,0.435638372, 0.023042387, 2390, 3,2,NEVER
365, 867071102,0.427865735, 0.021764096, 2390, 4,1,NEVER
365, 867071102,0.427865735, 0.021764096, 2390, 4,2,NEVER
455, 867071102,0.41795564, 0.028856088, 2390, 5,1,NEVER
455, 867071102,0.41795564, 0.028856088, 2390, 5,2,NEVER
546, 867071102,0.40485114, 0.021087634, 2390, 6,1,NEVER
546, 867071102,0.40485114, 0.021087634, 2390, 6,2,NEVER
638, 867071102,0.394512723, 0.016020596, 2390, 7,1,NEVER
638, 867071102,0.394512723, 0.016020596, 2390, 7,2,NEVER
730, 867071102,0.431618942, 0.02667554, 2390, 8,1,NEVER
730, 867071102,0.431618942, 0.02667554, 2390, 8,2,NEVER
820, 867071102,0.465623921, 0.012616396, 2390, 9,2,NEVER
911, 867071102,0.496954654, 0.017138458, 2390, 10,2,NEVER
1003, 867071102,0.4828731, 0.017192678, 2390, 11,2,NEVER
1095, 867071102,0.470478321, 0.0256401, 2390, 12,2,NEVER
1186, 867071102,0.524549032, 0.023404339, 2390, 13,2,NEVER
1277, 867071102,0.504381287, 0.027710908, 2390, 14,2,NEVER
1369, 867071102,0.544413379, 0.022878541, 2390, 15,2,NEVER
1461, 867071102,0.489840352, 0.034907101, 2390, 16,2,NEVER
1551, 867071102,0.576403136, 0.022451332, 2390, 17,2,NEVER
1642, 867071102,0.550217992, 0.027209286, 2390, 18,2,NEVER
1734, 867071102,0.718888667, 0, 2390, 19,2,NEVER
1826, 867071102,0.590695422, 0.009166482, 2390, 20,2,NEVER
1916, 867071102,0.655483955, 0.005708543, 2390, 21,2,NEVER
2007, 867071102,0.646632046, 0.008014983, 2390, 22,2,NEVER
2099, 867071102,0.715065179, 0, 2390, 23,2,NEVER
2191, 867071102,0.726408863, 0.007067565, 2390, 24,2,NEVER
2191, 867071102,0.727067312, -0.005441986, 2390, 24,2,NEVER
2281, 867071102,0.771345341, -0.006297208, 2390, 25,2,NEVER
2372, 867071102,0.747540507, -0.000452937, 2390, 26,2,NEVER
2464, 867071102,0.900633721, -0.021529992, 2390, 27,2,NEVER
2556, 867071102,0.72484122, 0.03856776, 2390, 28,2,NEVER
2647, 867071102,0.248749751, 0.01940522, 2390, 29,2,NEVER
2738, 867071102,0.264418953, -0.001730971, 2390, 30,2,NEVER
2830, 867071102,0.247935056, 0.000849374, 2390, 31,2,NEVER
2922, 867071102,0.241856688, 0.025020772, 2390, 32,2,NEVER
3012, 867071102,0.2289998, 0.018270469, 2390, 33,2,NEVER
3103, 867071102,0.235951008, 0.003586475, 2390, 34,2,NEVER
3195, 867071102,0.239048952, 0.005264622, 2390, 35,2,NEVER
3287, 867071102,0.231468327, 0.019700343, 2390, 36,2,NEVER
3377, 867071102,0.214950659, 0.012100332, 2390, 37,2,NEVER
3468, 867071102,0.215828158, 0.007542766, 2390, 38,2,NEVER
4291, 867071102,0.872239889, 0.028200948, 2390, 47,2,NEVER
4383, 867071102,1.138479017, 0.039843381, 2390, 48,2,NEVER
4473, 867071102,1.217814943, 0.042133888, 2390, 49,2,NEVER
4564, 867071102,1.150600913, 0.045525981, 2390, 50,2,NEVER
4656, 867071102,1.637993155, 0.038160447, 2390, 51,2,NEVER
4748, 867071102,1.560917928, 0.050393291, 2390, 52,2,NEVER
4838, 867071102,1.133839395, 0.054910373, 2390, 53,2,NEVER
4929, 867071102,1.194304927, 0.055055111, 2390, 54,2,NEVER
5021, 867071102,1.535853639, 0.041081747, 2390, 55,2,NEVER
5113, 867071102,1.52460112, 0.053971996, 2390, 56,2,NEVER
5203, 867071102,1.266813285, 0.049790339, 2390, 57,2,NEVER
5294, 867071102,0.842776583, 0.027062634, 2390, 58,2,NEVER
5386, 867071102,0.908900416, 0.025495837, 2390, 59,1,NEVER
5386, 867071102,0.908900416, 0.025495837, 2390, 59,2,NEVER
5478, 867071102,0.89450838, 0.011368069, 2390, 60,1,NEVER
5478, 867071102,0.89450838, 0.011368069, 2390, 60,2,NEVER
5569, 867071102,1.006581614, 0.0216084, 2390, 61,1,NEVER
5660, 867071102,0.8813238, 0.017185912, 2390, 62,1,NEVER
5752, 867071102,1.403530918, -0.007904154, 2390, 63,1,NEVER
5844, 867071102,1.665682487, 0.010425008, 2390, 64,1,NEVER
5934, 867071102,2.004923612, 0.029880692, 2390, 65,1,NEVER
