@RELATION after_sic_and_firm

@ATTRIBUTE Tobins_Q NUMERIC
@ATTRIBUTE Profitability NUMERIC
@ATTRIBUTE class {AFTER_FIRM,AFTER_SIC}

@DATA
0.016159823,0.001062733,AFTER_FIRM
0.0314385,-0.002417902,AFTER_FIRM
0.123915613,0.000191508,AFTER_FIRM
0.025850322,-0.002893707,AFTER_FIRM
-0.019831121,0.00048192,AFTER_FIRM
0.025850322,-0.002893707,AFTER_FIRM
0.035707735,0.002444943,AFTER_FIRM
0.002527187,-0.000451962,AFTER_FIRM
0.05464213,0.001771819,AFTER_FIRM
0.00172967,-0.000794355,AFTER_FIRM
0.013055842,-7.69394E-05,AFTER_FIRM
0.008248405,0.000790324,AFTER_FIRM
0.000196265,4.53663E-05,AFTER_FIRM
0.004195693,-0.00014818,AFTER_FIRM
-0.173261464,0.002106806,AFTER_FIRM
0.008431494,-0.002046916,AFTER_FIRM
-0.000949996,-0.000123248,AFTER_FIRM
-0.000949996,-0.000123248,AFTER_FIRM
-0.000949996,-0.000123248,AFTER_FIRM
-0.007950496,-0.002354447,AFTER_FIRM
-0.007950496,-0.002354447,AFTER_FIRM
-0.002421879,-0.000485783,AFTER_FIRM
-0.002421879,-0.000485783,AFTER_FIRM
-0.001430816,8.16778E-05,AFTER_FIRM
-0.002906395,1.29822E-05,AFTER_FIRM
0.027670696,0.002156058,AFTER_FIRM
0.014930722,0.000359168,AFTER_FIRM
-0.014599174,0.00287733,AFTER_FIRM
-0.014599174,0.00287733,AFTER_FIRM
0.000247845,-0.000604064,AFTER_FIRM
0.000247845,-0.000604064,AFTER_FIRM
0.008011239,0.00070534,AFTER_FIRM
0.001406574,-0.000931015,AFTER_FIRM
0.011291067,-0.000118421,AFTER_FIRM
0.006522831,-0.000698369,AFTER_FIRM
0.015279989,-0.00059873,AFTER_FIRM
0.061516449,0.008437796,AFTER_FIRM
-0.004665911,0.00022012,AFTER_FIRM
0.000952191,0.00032321,AFTER_FIRM
0.00171746,-0.00020671,AFTER_FIRM
0.00171746,-0.00020671,AFTER_FIRM
-0.039303534,-0.001983428,AFTER_FIRM
0.00171746,-0.00020671,AFTER_FIRM
0.0060537,-0.000913969,AFTER_FIRM
0.003347163,0.001650486,AFTER_FIRM
-0.00692315,0.000211018,AFTER_FIRM
0.025120527,0.003368005,AFTER_FIRM
0.007521507,0.000730087,AFTER_FIRM
-0.205615476,0.001121285,AFTER_SIC
-0.039647266,-0.001281861,AFTER_SIC
-0.003616968,-0.000216054,AFTER_SIC
-0.003616968,-0.000216054,AFTER_SIC
-0.009826566,-0.000256866,AFTER_SIC
-0.015229081,-0.000879931,AFTER_SIC
-0.023374839,-0.000857109,AFTER_SIC
-0.003239709,-0.000298744,AFTER_SIC
-0.003239709,-0.000298744,AFTER_SIC
-0.062836148,-0.003198271,AFTER_SIC
-0.062836148,-0.003198271,AFTER_SIC
