@relation 'after_sic_and_firm-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.InterquartileRange-R1,2-O3.0-E6.0-E-as-O-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C4-Llast-weka.filters.unsupervised.attribute.Remove-R4-5-weka.filters.supervised.instance.SpreadSubsample-M0.0-X140.0-S1'

@attribute Tobins_Q numeric
@attribute Profitability numeric
@attribute class {AFTER_FIRM,AFTER_SIC}

@data
0.316238,0.491983,AFTER_SIC
0.240559,0.463437,AFTER_SIC
0.276613,0.480508,AFTER_SIC
0.269302,0.483164,AFTER_SIC
0.258711,0.526371,AFTER_SIC
0.259959,0.520902,AFTER_SIC
0.263793,0.467213,AFTER_SIC
0.276245,0.434005,AFTER_SIC
0.315017,0.489392,AFTER_SIC
0.309613,0.481152,AFTER_SIC
0.218219,0.54969,AFTER_SIC
0.241477,0.464845,AFTER_SIC
0.31675,0.492536,AFTER_SIC
0.30245,0.480558,AFTER_SIC
0.309398,0.495885,AFTER_SIC
0.299268,0.482206,AFTER_SIC
0.292299,0.482649,AFTER_SIC
0.260492,0.457637,AFTER_SIC
0.309995,0.467498,AFTER_SIC
0.302781,0.486468,AFTER_SIC
0.285158,0.492049,AFTER_SIC
0.289395,0.497276,AFTER_SIC
0.294955,0.478987,AFTER_SIC
0.320246,0.488559,AFTER_SIC
0.277495,0.518625,AFTER_SIC
0.277495,0.518625,AFTER_SIC
0.302205,0.483206,AFTER_SIC
0.283139,0.434385,AFTER_SIC
0.320098,0.494496,AFTER_SIC
0.308067,0.498412,AFTER_SIC
0.285071,0.490838,AFTER_SIC
0.272696,0.478551,AFTER_SIC
0.3125,0.501555,AFTER_SIC
0.259959,0.520902,AFTER_SIC
0.292668,0.483218,AFTER_SIC
0.292209,0.485539,AFTER_SIC
0.228064,0.484345,AFTER_SIC
0.288851,0.486713,AFTER_SIC
0.223527,0.449567,AFTER_SIC
0.272723,0.541937,AFTER_SIC
0.291186,0.464697,AFTER_SIC
0.223527,0.449567,AFTER_SIC
0.319642,0.492427,AFTER_SIC
0.315555,0.513385,AFTER_SIC
0.315277,0.490514,AFTER_SIC
0.303054,0.488171,AFTER_SIC
0.300212,0.480622,AFTER_SIC
0.289884,0.491173,AFTER_SIC
0.305282,0.503551,AFTER_SIC
0.285591,0.475151,AFTER_SIC
0.286359,0.467745,AFTER_SIC
0.293253,0.474251,AFTER_SIC
0.289928,0.470702,AFTER_SIC
0.307926,0.492568,AFTER_SIC
0.319642,0.492427,AFTER_SIC
0.308067,0.498412,AFTER_SIC
0.275248,0.459118,AFTER_SIC
0.305819,0.492449,AFTER_SIC
0.306516,0.491403,AFTER_SIC
0.240559,0.463437,AFTER_SIC
0.211167,0.451437,AFTER_SIC
0.315277,0.490514,AFTER_SIC
0.274386,0.479403,AFTER_SIC
0.315185,0.492074,AFTER_SIC
0.304693,0.48627,AFTER_SIC
0.291873,0.51864,AFTER_SIC
0.316307,0.503405,AFTER_SIC
0.281579,0.467248,AFTER_SIC
0.279452,0.432826,AFTER_SIC
0.302238,0.494397,AFTER_SIC
0.316828,0.490807,AFTER_SIC
0.279575,0.473037,AFTER_SIC
0.291686,0.504102,AFTER_SIC
0.259831,0.476824,AFTER_SIC
0.294374,0.49537,AFTER_SIC
0.301075,0.490487,AFTER_SIC
0.289395,0.497276,AFTER_SIC
0.300712,0.488994,AFTER_SIC
0.312095,0.494061,AFTER_SIC
0.272723,0.541937,AFTER_SIC
0.266153,0.47768,AFTER_SIC
