1492,216245100,-6.166827387,5331,17,1,DURING
365,212072102,-4.297938144,3312,4,1,DURING
3742,910858109,-5.597382602,3960,41,1,DURING
8125,419879101,-6.529182879,4512,89,1,DURING
3925,872424106,0.060740741,1311,43,1,DURING
4322,536257108,-4.427853553,5945,48,2,DURING
3652,910858109,-6.244803695,3960,40,1,DURING
4414,853156206,-3.109129815,5200,49,1,DURING
4503,853156206,2.152158528,5200,50,1,DURING
3833,872424106,0.206480784,1311,42,1,DURING
5599,441759107,-0.056677524,5940,62,1,DURING
1857,216245100,-2.703531599,5331,21,1,DURING
1946,216245100,-1.354570637,5331,22,1,DURING
2038,216245100,-1.524245197,5331,23,1,DURING
5691,295866107,-2.592005513,5200,63,1,DURING
3742,872424106,0.671285604,1311,41,1,DURING
2191,229241104,2.042922374,1311,24,1,AFTER
7060,269514204,1.80405003,5411,78,1,DURING
7336,36155Q109,3.964617169,7830,81,1,DURING
1400,216245100,-4.488304094,5331,16,1,DURING
3864,536257108,-10.74215247,5945,43,2,DURING
3652,872424106,0.75904542,1311,40,1,DURING
4322,853156206,2.569274946,5200,48,1,DURING
3560,872424106,0.771561772,1311,39,1,DURING
4230,853156206,2.522117476,5200,47,1,DURING
7244,36155Q109,-5.759929907,7830,80,1,DURING
4138,853156206,0.004373178,5200,46,1,DURING
5509,441759107,-2.230819672,5940,61,1,DURING
5844,527016109,14.63688577,2330,64,1,DURING
3468,872424106,1.128,1311,38,1,DURING
1400,568695209,0.96588694,1311,16,1,DURING
1308,568695209,-0.454096742,1311,15,1,DURING
1216,568695209,0.848063555,1311,14,1,DURING
5478,527016109,-1.287868852,2330,60,1,DURING
7425,36155Q109,-0.069637883,7830,82,1,DURING
3377,872424106,1.240128928,1311,37,1,DURING
1826,G6359F103,2.582713755,1381,20,1,DURING
1126,568695209,-1.177889447,1311,13,1,DURING
5113,428291108,2.258783784,2821,56,1,DURING
5021,428291108,2.673233696,2821,55,1,DURING
5386,527016109,8.218626156,2330,59,1,DURING
3956,536257108,-4.611851852,5945,44,2,DURING
5233,302723101,-6.045189504,5331,58,1,DURING
181,212072102,-3.069536424,3312,2,1,DURING
1734,G6359F103,3.847744361,1381,19,1,DURING
7030,482434206,16.16004813,1311,77,1,DURING
273,212072102,-3.015873016,3312,3,1,DURING
10682,129915203,-0.692520776,1531,117,1,DURING
1034,568695209,-0.513789581,1311,12,1,DURING
1734,873452304,-3.477443609,3730,19,1,DURING
7121,482434206,20.87611674,1311,78,1,DURING
942,568695209,0.281762295,1311,11,1,DURING
90,212072102,-1.681015453,3312,1,1,DURING
1642,G6359F103,3.136190476,1381,18,1,DURING
850,568695209,0.083758938,1311,10,1,DURING
6117,047620109,-2.784375,1600,67,1,DURING
1551,G6359F103,2.282545805,1381,17,1,DURING
4383,794004200,10.33452211,2320,48,1,DURING
4838,428291108,2.367728532,2821,53,1,DURING
7213,482434206,21.30023364,1311,79,1,DURING
5417,441759107,1.729194188,5940,60,1,DURING
4564,794004200,2.733191791,2320,50,1,DURING
4929,428291108,4.256374914,2821,54,1,DURING
5325,441759107,-2.8750835,5940,59,1,DURING
