7030,019411107,92.38026474,,3540,77,1,BEFORE
8216,055607105,98.75587467,,3470,90,1,BEFORE
2495,105423404,93.03835861,,4512,28,1,BEFORE
2587,105423404,92.09339207,,4512,29,1,BEFORE
6209,22161G103,121.0779788,,1311,68,1,BEFORE
10500,129915203,122.0916839,,1531,115,1,BEFORE
8035,233162502,122.9527515,,3672,88,1,BEFORE
4138,919902106,123.0830904,,5331,46,1,BEFORE
9586,901167106,124.0459057,,5731,105,1,BEFORE
6482,20452C104,124.2806557,,8741,71,1,BEFORE
10317,279862106,124.3708155,,1311,113,1,BEFORE
9162,409900107,124.4077121,,5940,101,1,BEFORE
6755,297862104,124.5702934,,5961,74,1,BEFORE
6482,896925203,125.0228113,,4213,71,1,BEFORE
1826,89299Y009,125.0232342,,3910,20,1,BEFORE
7030,63845P101,125.0276339,,5990,77,1,BEFORE
6999,894859107,125.6696751,,5200,77,1,BEFORE
6908,894859107,126.0327273,,5200,76,1,BEFORE
7091,894859107,126.1433494,,5200,78,1,BEFORE
9312,901167106,126.527163,,5731,102,1,BEFORE
6148,23380G106,127.55125,,3533,68,1,BEFORE
6390,896925203,127.7853598,,4213,70,1,BEFORE
9861,553166109,127.8005491,,3577,108,1,BEFORE
3377,459004404,128.4931507,,1531,37,1,BEFORE
6664,896925203,128.5122699,,4213,73,1,BEFORE
6390,20452C104,128.9137717,,8741,70,1,BEFORE
6574,641881107,128.9687117,,8051,72,1,BEFORE
2677,105423404,129.1634783,,4512,30,1,BEFORE
9404,901167106,129.4159159,,5731,103,1,BEFORE
6574,22161G103,129.4196319,,1311,72,1,BEFORE
6755,372282103,129.5629584,,3577,74,1,BEFORE
9527,820013100,130.1103992,,5940,105,1,BEFORE
5113,434149100,130.2959459,,3949,56,1,BEFORE
9496,45772G105,130.3129621,,4899,104,1,BEFORE
6209,120084108,130.5857767,,4213,68,1,BEFORE
7152,469834105,130.9405823,,5311,79,1,BEFORE
7578,91972C106,131.1330076,,5099,83,1,BEFORE
6574,896925203,131.2588957,,4213,72,1,BEFORE
6299,896925203,131.3349969,,4213,69,1,BEFORE
2830,459004404,131.5974249,,1531,31,1,BEFORE
7578,45255G101,132.4506243,,8071,83,1,BEFORE
6939,63845P101,132.5024067,,5990,76,1,BEFORE
3195,234050102,132.5764513,,7373,35,1,BEFORE
10408,129915203,132.8256766,,1531,114,1,BEFORE
7670,45255G101,133.0134831,,8071,84,1,BEFORE
7121,893878108,133.6349017,,5010,78,1,BEFORE
1916,229241104,133.6421933,,1311,21,1,BEFORE
6664,372282103,133.7233129,,3577,73,1,BEFORE
6847,598126100,134.8078788,,4512,75,1,BEFORE
6664,641881107,134.8245399,,8051,73,1,BEFORE
7943,055607105,134.917226,,3470,87,1,BEFORE
6390,669935108,135.0459057,,3861,70,1,BEFORE
6939,893878108,135.1203369,,5010,76,1,BEFORE
5844,635812209,135.3126994,,1311,64,1,BEFORE
5386,047620109,135.5997358,,1600,59,1,BEFORE
1461,948462106,135.6374156,,3714,16,1,BEFORE
10317,129915203,136.0967027,,1531,113,1,BEFORE
6209,896925203,136.5090455,,4213,68,1,BEFORE
7943,419879101,136.5380313,,4512,87,1,BEFORE
7121,45950T101,136.6950566,,3357,78,1,BEFORE
7030,893878108,136.788207,,5010,77,1,BEFORE
6452,866881105,136.8824416,,5731,71,1,BEFORE
5569,047620109,136.9842623,,1600,61,1,BEFORE
6299,22161G103,137.0823456,,1311,69,1,BEFORE
6847,893878108,137.0927273,,5010,75,1,BEFORE
8886,409900107,137.104792,,5940,98,1,BEFORE
6087,866881105,137.240227,,5731,67,1,BEFORE
6755,893878108,137.2982885,,5010,74,1,BEFORE
365,882445109,137.428866,,1311,4,1,AFTER
4748,584951107,137.4425208,,5411,52,1,BEFORE
8035,055607105,137.4980545,,3470,88,1,BEFORE
59,261528301,137.7494481,,3533,1,1,BEFORE
7060,469834105,138.16081,,5311,78,1,BEFORE
8125,055607105,138.2495831,,3470,89,1,BEFORE
9221,901167106,138.5521851,,5731,101,1,BEFORE
4595,919902106,138.6293164,,5331,51,1,BEFORE
6268,866881105,138.7117904,,5731,69,1,BEFORE
5934,635812209,138.7160179,,1311,65,1,BEFORE
6299,635812209,138.7180287,,1311,69,1,BEFORE
3591,894688100,139.0629371,,2421,40,1,BEFORE
10135,04648X107,139.0698175,,3559,111,1,BEFORE
7213,893878108,139.250156,,5010,79,1,BEFORE
1551,716769203,139.3317261,,3537,17,1,BEFORE
10043,553166109,139.4778618,,3577,110,1,BEFORE
7851,055607105,140.0959058,,3470,86,1,BEFORE
6360,866881105,140.1445409,,5731,70,1,BEFORE
3377,925492100,140.4182111,,7822,37,1,BEFORE
10043,981579105,140.4757444,,4899,110,1,BEFORE
6574,63845P101,140.5503067,,5990,72,1,BEFORE
6970,469834105,140.5920578,,5311,77,1,BEFORE
6117,896925203,140.618125,,4213,67,1,BEFORE
6664,63845P101,140.8797546,,5990,73,1,BEFORE
7336,140777103,140.9240139,,3620,81,1,BEFORE
6209,20452C104,141.0230817,,8741,68,1,BEFORE
6574,372282103,141.090184,,3577,72,1,BEFORE
1308,216245100,141.2211254,,5331,15,1,BEFORE
730,719151102,141.3608247,,3312,8,1,BEFORE
7395,92335X100,141.6490719,,4813,81,1,BEFORE
8521,306075102,141.6679266,,2590,94,1,BEFORE
820,719151102,141.8670103,,3312,9,1,BEFORE
8431,306075102,142.078933,,2590,93,1,BEFORE
2738,234050102,142.086087,,7373,30,1,BEFORE
2069,241209105,142.1207685,,7812,23,1,BEFORE
6299,669935108,142.2975671,,3861,69,1,BEFORE
8035,419879101,142.393552,,4512,88,1,BEFORE
7244,140777103,142.5759346,,3620,80,1,BEFORE
4838,584951107,142.7735457,,5411,53,1,BEFORE
10227,129915203,142.8147065,,1531,112,1,BEFORE
3134,747275105,143.5452282,,7812,35,1,BEFORE
6908,02553G101,143.590303,,7600,76,1,BEFORE
9496,901167106,143.6131099,,5731,104,1,BEFORE
3103,234050102,143.706177,,7373,34,1,BEFORE
6390,505606103,143.8176179,,3312,70,1,BEFORE
2738,459004404,144.1304348,,1531,30,1,BEFORE
2830,234050102,144.1313305,,7373,31,1,BEFORE
6209,756285102,144.2538989,,5093,68,1,BEFORE
6574,694327107,144.5625767,,4813,72,1,BEFORE
1642,716769203,144.5866667,,3537,18,1,BEFORE
8339,306075102,144.7014115,,2590,92,1,BEFORE
8947,901167106,145.1284887,,5731,98,1,BEFORE
6755,896925203,145.1447368,,4213,74,1,BEFORE
4230,919902106,145.4706309,,5331,47,1,BEFORE
8978,409900107,145.5454545,,5940,99,1,BEFORE
6209,794004200,145.5876482,,2320,68,2,BEFORE
3377,234050102,145.7880795,,7373,37,1,BEFORE
6725,262175102,145.8190709,,5912,74,1,BEFORE
8766,410315105,146.0777978,,3330,96,3,BEFORE
5660,047620109,146.1253264,,1600,62,1,BEFORE
638,719151102,146.157672,,3312,7,1,BEFORE
7486,G80550109,146.3684514,,1311,82,1,BEFORE
7517,469834105,146.3856322,,5311,83,1,BEFORE
2587,141602300,146.8290749,,5013,29,1,BEFORE
2647,553100108,146.9180617,,1731,29,1,BEFORE
9039,901167106,146.9306777,,5731,99,1,BEFORE
2953,894688100,147.1161017,,2421,33,1,BEFORE
4414,919902106,147.3223966,,5331,49,1,BEFORE
7305,85569E103,147.337587,,7370,80,1,BEFORE
2922,459004404,147.7745763,,1531,32,1,BEFORE
6390,22161G103,147.8027295,,1311,70,1,BEFORE
9677,87311M102,147.9443075,,1311,106,1,BEFORE
9070,409900107,148.178479,,5940,100,1,BEFORE
6299,20452C104,148.2576419,,8741,69,1,BEFORE
4048,853156206,148.35,,5200,45,1,BEFORE
6117,22161G103,148.44625,,1311,67,1,BEFORE
6482,372282103,148.7718866,,3577,71,1,BEFORE
7152,140777103,148.8377897,,3620,79,1,BEFORE
6299,756285102,149.040549,,5093,69,1,BEFORE
6299,794004200,149.0892077,,2320,69,2,BEFORE
455,882445109,149.1752577,,1311,5,1,AFTER
2830,344822101,149.3313305,,2013,31,1,BEFORE
7213,45950T101,149.5221963,,3357,79,1,BEFORE
6574,038213104,149.7484663,,3679,72,1,BEFORE
3772,536257108,149.7505652,,5945,42,2,BEFORE
7395,G80550109,149.8961717,,1311,81,1,BEFORE
4687,34659D104,150.1162953,,2200,52,1,BEFORE
7091,262175102,150.1429422,,5912,78,1,BEFORE
6390,794004200,150.3033499,,2320,70,2,BEFORE
4199,291087203,150.3549563,,3651,46,1,BEFORE
1216,216245100,150.6295929,,5331,14,1,BEFORE
5844,794004200,150.6305041,,2320,64,2,BEFORE
4199,872918107,150.6778426,,3571,46,1,BEFORE
911,719151102,150.7207506,,3312,10,1,BEFORE
6390,372282103,150.735732,,3577,70,1,BEFORE
2738,553100108,150.866087,,1731,30,1,BEFORE
8066,306075102,151.2690384,,2590,89,1,BEFORE
3683,255374100,151.3187067,,7011,41,1,BEFORE
1551,948462106,151.704918,,3714,17,1,BEFORE
7121,019411107,151.7494481,,3540,78,1,BEFORE
1277,873452304,151.8073486,,3730,14,1,BEFORE
6482,669935108,151.9088921,,3861,71,1,BEFORE
4503,919902106,151.9242746,,5331,50,1,BEFORE
8155,306075102,152.0635359,,2590,90,1,BEFORE
8247,306075102,152.3543394,,2590,91,1,BEFORE
6633,02553G101,152.5257669,,7600,73,1,BEFORE
7244,469834105,152.823014,,5311,80,1,BEFORE
6452,885184101,153.032858,,2011,71,1,BEFORE
3560,910858109,153.2470862,,3960,39,1,BEFORE
2769,105423404,153.3916811,,4512,31,1,BEFORE
2647,344822101,153.4176211,,2013,29,1,BEFORE
5478,047620109,153.9960656,,1600,60,1,BEFORE
2738,344822101,154.1608696,,2013,30,1,BEFORE
3042,894688100,154.3405676,,2421,34,1,BEFORE
6543,02553G101,154.3668311,,7600,72,1,BEFORE
6817,262175102,154.3874314,,5912,75,1,BEFORE
6939,019411107,154.398917,,3540,76,1,BEFORE
6939,598126100,154.4458484,,4512,76,1,BEFORE
7425,469834105,154.4801382,,5311,82,1,BEFORE
1095,873452304,154.6472362,,3730,12,1,BEFORE
3287,459004404,154.7348912,,1531,36,1,BEFORE
6025,635812209,154.9315589,,1311,66,1,BEFORE
8125,444356109,154.9394108,,5090,89,1,BEFORE
546,719151102,154.9652707,,3312,6,1,BEFORE
7336,469834105,155.0313225,,5311,81,1,BEFORE
5995,866881105,155.0316857,,5731,66,1,BEFORE
2495,141602300,155.0508475,,5013,28,1,BEFORE
8035,16115Q308,155.2495831,,3443,88,1,BEFORE
9952,981579105,155.3702388,,4899,109,1,BEFORE
7760,45255G101,155.5005618,,8071,85,1,BEFORE
6755,038213104,155.6149144,,3679,74,1,BEFORE
5052,34659D104,155.7445652,,2200,56,1,BEFORE
6847,019411107,155.9109091,,3540,75,1,BEFORE
1186,873452304,156.1427136,,3730,13,1,BEFORE
546,882445109,156.2890705,,1311,6,1,AFTER
6117,120084108,156.32375,,4213,67,1,BEFORE
4291,291087203,156.4759512,,3651,47,1,BEFORE
3591,255374100,156.6790987,,7011,40,1,BEFORE
6970,269514204,156.6883273,,5411,77,1,BEFORE
8035,444356109,156.8654808,,5090,88,1,BEFORE
